Accession	p-value	fold_change
24581117	0.00293	1.1772151898734178
21358245	0.42	1.0545454545454545
17136708	0.47	0.8929663608562691
442623769	0.64	1.0827067669172932
20130049	0.83	1.049645390070922
17647883	0.1	1.2521489971346704
349732327	0.72	1.0253025302530252
1536790	0.46	0.8753993610223643
116007510	0.06	1.6017316017316017
4185892	0.78	1.027027027027027
24656494	0.51	1.11875
24644413	0.03	1.3079470198675496
19922596	0.7	0.9028571428571428
18860011	0.33	1.1476510067114094
19528285	0.12	1.1462264150943395
27820088	0.04	0.703030303030303
24651924	0.16	1.179886685552408
45549251	0.7	0.9379310344827586
45555736	0.3	1.2655601659751037
24653107	0.32	1.124203821656051
21358311	0.18	1.3217391304347825
281376934	0.76	1.0267857142857142
442628421	0.49	0.853625170998632
19920508	0.41	1.1111111111111112
19921976	0.46	1.1761904761904762
17647149	0.35	1.236760124610592
24640662	0.66	1.0382165605095541
255918253	0.53	1.1257861635220126
442628888	0.36	0.7987421383647799
17137798	0.09	1.1772151898734178
28416365	0.54	0.8278145695364238
19920412	0.42	1.135036496350365
17738047	0.04	1.2763466042154568
21357019	0.01	0.5532786885245902
1280434	0.08	0.8156606851549756
28571932	0.46	1.1456953642384107
17136442	0.6	1.0959097320169253
17137160	0.01	1.3271604938271604
17738071	0.47	1.1218872870249017
24659210	0.53	1.1203007518796992
24664668	0.03	1.5
18858079	0.29	1.0664335664335665
2209280	0.27	1.150943396226415
42520870	0.25	1.2545676004872106
21483408	0.5	0.9302325581395349
18859963	0.48	0.9218106995884774
17137700	0.02	0.75177304964539
283806731	0.00502	0.7468030690537084
54650868	0.24	1.2482435597189696
17137316	0.43	0.8960396039603961
223046574	0.41	1.0703399765533412
28574296	0.4	0.8678260869565217
324096510	0.11	1.2364457831325302
1027513	0.35	1.182089552238806
17647337	0.7	1.0480961923847696
116007484	0.7	0.7847222222222222
17137152	0.82	0.9791666666666666
18859973	0.11	0.7424242424242424
24644242	0.13	0.8771929824561403
20129103	0.55	1.091743119266055
17864468	0.97	0.9769335142469471
442616884	0.97	0.9695121951219512
24639632	0.69	1.0343949044585987
19921314	0.03	0.5284974093264249
24582272	0.32	0.7864923747276689
161078090	0.72	1.0617977528089888
21357667	0.8	1.0251141552511416
40882479	0.21	1.4236220472440946
116007884	0.32	1.192443919716647
21357171	0.37	1.053921568627451
442618443	0.75	2.1766004415011038
17737605	0.07	1.3047619047619048
19921772	0.08	0.8625
17136784	0.24	1.2431906614785992
17136430	0.08	0.8848920863309353
24647704	0.97	0.987460815047022
62732630	0.71	0.9551724137931035
116007242	0.11	1.3175675675675675
21711707	0.14	1.1945945945945946
1020161	0.88	1.0299727520435968
20428641	0.02	0.6622516556291391
17530815	0.54	0.9229534510433387
19920866	0.3	1.146067415730337
21357415	0.000197	0.28893129770992365
18860045	0.77	1.0266666666666666
17933654	0.2	1.2054794520547945
21686985	0.2	0.8319672131147541
19921778	0.83	0.96
17647897	0.62	0.8950617283950617
17530827	0.2	0.9627906976744186
281359600	0.28	1.2991071428571428
28317149	0.36	1.1842105263157894
8855	0.64	1.0396341463414633
16768432	0.08	1.3293650793650793
24640442	0.27	0.8819875776397516
19920736	0.12	0.7439252336448599
21355253	0.82	1.1297709923664123
21356865	0.05	1.2342342342342343
131613	0.59	0.9036363636363637
24584835	0.83	0.9479166666666666
21356029	0.5	0.9333333333333333
24580716	0.13	1.1764705882352942
18859687	0.35	1.2224137931034482
24586291	0.28	0.8223140495867769
28574516	0.84	0.9666666666666667
124248376	0.03	1.5277044854881265
442634188	0.42	0.8688524590163934
20129101	0.00626	1.2280701754385965
66771791	0.36	1.1014492753623188
24640727	0.4	1.2923728813559323
24644950	0.24	0.718192627824019
21357833	0.03	1.310734463276836
45551540	0.84	0.9831932773109243
24644059	0.11	1.288981288981289
17933656	0.18	1.2067226890756302
24652873	0.3	0.8640350877192983
21356231	0.16	0.7972508591065293
24662461	0.93	1.009698275862069
21357853	0.58	0.8505338078291815
62861950	0.83	0.9708404802744426
21483482	0.93	0.9166666666666666
20129605	0.25	0.7966101694915254
25009916	0.48	0.8591549295774648
21357503	0.2	1.2615062761506277
18860031	0.0082	0.4294416243654822
28573885	0.84	0.974169741697417
17737895	0.09	0.655
21357193	0.43	0.8752941176470588
3645982	0.11	1.3953488372093024
213515580	0.18	0.8838268792710706
17864318	0.78	0.9300847457627118
157819	0.34	1.0512820512820513
28571730	0.13	0.8923076923076924
19920722	0.8	0.947841726618705
2582672	0.16	0.8518518518518519
17738227	0.22	6.98744769874477
20129659	0.26	1.2678571428571428
21357109	0.11	1.1587837837837838
17137032	0.91	1.0375
17933746	0.61	0.9263157894736842
21357829	0.49	1.306338028169014
6014919	0.55	1.0894941634241244
377520181	0.29	0.8103448275862069
21464390	0.65	1.0642570281124497
24643618	0.00122	0.7046511627906977
24652256	0.0033299999999999996	0.5942028985507246
27820078	0.43	0.9134275618374559
17136790	0.2	0.8974619289340101
24650445	0.42	0.8694267515923567
442630117	0.13	1.2474226804123711
21356411	0.69	0.8960674157303371
21355293	0.68	0.9688581314878892
19921992	0.54	0.9183098591549296
17647639	0.89	1.0213219616204692
24641860	0.02	1.2399355877616747
17136888	0.36	1.1725663716814159
442627278	0.61	1.0376569037656904
22024078	0.47	1.164179104477612
45549300	0.9	0.9948717948717949
27819913	0.03	1.3242009132420092
21355925	0.18	1.3376623376623376
24581924	0.0010400000000000001	0.5129213483146068
157570	0.2	0.8842105263157894
17933598	0.00435	1.453551912568306
17737927	0.82	1.0162412993039442
17137684	0.87	0.9868667917448405
21355869	0.17	9.25531914893617
78706776	0.4	0.8617511520737328
28557621	0.22	1.3043478260869565
20151617	0.07	1.5995717344753748
85724746	0.75	0.9651741293532339
20129465	0.85	1.0563961485557083
24655093	0.88	1.0099502487562189
18543319	0.38	1.1143410852713178
24649014	0.98	1.0
281361520	0.00877	0.4534653465346535
24586105	0.56	0.928843710292249
4375869	0.14	1.308641975308642
19921506	0.06	0.6797385620915033
24648872	0.44	1.1303538175046555
17738257	0.83	0.9802555168408827
17737375	0.95	0.9607843137254902
17647355	0.83	1.02711157455683
24662330	0.72	0.9507389162561576
17137668	0.3	1.1424870466321244
17136412	0.96	1.0100502512562815
161076922	0.35	1.191304347826087
18858097	0.07	1.4106463878326996
24667760	0.51	0.8853868194842407
38048731	0.53	1.0608695652173914
21355283	0.44	1.2176308539944904
24643462	0.97	1.0
21357009	0.79	1.0251572327044025
24657057	0.08	1.2569832402234637
24666836	0.45	0.849015317286652
10716148	0.43	0.8884892086330936
386770742	0.14	1.1
442621573	0.09	1.2508710801393728
17864462	0.02	1.2606837606837606
24642289	0.98	0.9865470852017937
116806816	0.65	0.93713163064833
6967179	0.72	1.0743801652892562
17737413	0.01	0.30101302460202606
21357559	0.16	0.7026022304832714
17864298	0.26	1.3652694610778444
237513038	0.39	1.2118018967334037
21358033	0.28	1.2236024844720497
189181785	0.00563	0.405045871559633
1149500	0.96	0.9905660377358491
17137220	0.4	1.081180811808118
66772615	0.17	0.8480392156862745
28316937	0.06	0.8540332906530089
27526238	0.22	0.8233438485804416
17136574	0.58	1.095890410958904
18858091	0.35	0.8939393939393939
28571808	0.07	1.2612612612612613
22024126	0.03	1.632867132867133
17737397	0.76	0.9440993788819876
20129613	0.43	1.0866873065015479
85857528	0.48	0.9137931034482759
386765839	0.73	0.9303482587064676
45553847	0.24	1.273838630806846
386767253	0.59	0.8845265588914549
202028464	0.09	1.3248730964467006
24643106	0.31	0.854066985645933
442619918	0.08	1.4851485148514851
21483570	0.69	1.222466960352423
27819927	0.61	1.0570469798657718
24581463	0.88	0.9782608695652174
24655915	0.34	0.9252873563218391
353249937	0.46	1.2138728323699421
386768317	0.87	1.007587253414264
45551205	0.05	1.2018779342723005
24659664	0.00355	0.6884057971014492
17648053	0.19	1.155581947743468
21355219	0.25	1.0762527233115469
15292599	0.00108	0.5565217391304348
24585217	0.87	1.0192307692307692
24662266	0.25	0.7960741548527808
24584968	0.17	1.5918367346938775
21356917	0.56	0.8382352941176471
17737543	0.04	1.2148148148148148
17647755	0.29	0.8329979879275654
42520587	0.48	1.6613418530351438
442616624	0.7	0.9454545454545454
20129961	0.2	1.2979683972911964
116007528	0.17	1.1627906976744187
24583960	0.68	0.9077809798270894
24584097	0.47	1.2032520325203253
19921254	0.76	1.0408163265306123
24646383	0.83	0.9970972423802612
18079279	0.96	1.0038095238095237
442620287	0.81	1.0938023450586265
19921760	0.24	1.4383561643835616
24657454	0.77	1.0413223140495869
17647155	0.11	0.6618229854689565
24663824	0.92	1.0303030303030303
320542320	0.7	0.940959409594096
24647358	0.19	1.131578947368421
21428328	0.13	0.7657142857142857
21492634	0.05	1.6936708860759493
27819918	0.53	0.9173913043478261
24642597	0.06	1.186335403726708
221330822	0.25	1.478386167146974
40215986	0.2	0.7929577464788733
28317200	0.29	0.7897727272727273
17136294	0.25	2.8092783505154637
442623252	0.04	0.7188449848024316
11024392	0.79	1.0197740112994351
21428696	0.29	1.2592592592592593
17933550	0.3	0.7619047619047619
21356081	0.27	1.1923076923076923
21357329	0.63	0.8497913769123783
24641342	0.07	1.2983870967741935
21358457	0.61	0.8592964824120602
24638494	0.35	1.2146596858638743
17136958	0.9	1.0234375
21464458	0.14	1.430084745762712
19920794	0.95	1.0076628352490422
24639368	0.53	1.1213592233009708
24650166	0.31	1.1366906474820144
24656625	0.19	1.1824324324324325
24667711	0.72	0.9620253164556962
21355701	0.66	1.0462776659959758
281360476	0.01	1.3865030674846626
24657023	0.03	0.6907216494845361
18860055	0.07	1.2924528301886793
386766780	0.83	0.9483695652173914
20130123	0.0034799999999999996	0.759090909090909
442626404	0.63	1.0680437424058322
24663646	0.61	0.941717791411043
17647249	0.35	1.1852409638554218
45555998	0.48	1.1043478260869566
17136420	0.73	1.0417163289630513
17737503	0.98	1.0192307692307692
18859967	0.05	0.3911671924290221
442634079	0.88	1.1004016064257027
17975583	0.81	1.061744966442953
18859757	0.2	1.2326589595375723
24640251	0.91	1.013157894736842
24762424	0.79	1.0345285524568393
442634135	0.0033799999999999998	1.4241758241758242
24639719	0.18	1.2151898734177216
24638638	0.04	1.4027777777777777
21357745	0.96	0.9910614525139665
359280008	0.73	1.053030303030303
21356311	0.99	1.0263157894736843
17737929	0.46	1.2612612612612613
24666850	0.42	1.1929824561403508
158501	0.4	1.0679611650485437
17738069	0.71	0.9153153153153153
254939727	0.29	1.1641168289290682
25012798	0.34	0.7441016333938294
442624286	0.75	1.0467289719626167
442628180	0.00461	0.5527638190954773
218505997	0.57	1.1045751633986929
28571148	0.25	1.161904761904762
21355997	0.05	1.3493975903614457
24647113	0.02	0.5735080058224163
221379202	0.74	0.8857142857142857
24668515	0.32	1.1238938053097345
20129775	0.07	0.695067264573991
24647871	0.27	1.1994981179422837
17737457	0.56	1.0674157303370786
17137100	0.28	1.215
281366731	0.21	1.408647140864714
24639192	0.33	0.9230769230769231
116008028	0.86	0.9784172661870504
45553551	0.07	1.8036529680365296
21358141	0.18	5.504885993485342
28574468	0.48	1.1215469613259668
24651092	0.05	1.2130013831258644
17136742	0.71	1.0319148936170213
24583764	0.97	1.0199556541019956
385719244	0.31	1.0517241379310345
17945070	0.27	1.2782193958664547
228008441	0.02	1.5488215488215489
45551839	0.13	0.7731707317073171
85857600	0.83	1.0154241645244215
260166759	0.7	1.1713554987212276
27819985	0.43	0.8349282296650717
45552813	0.93	1.0068027210884354
17648013	0.54	1.085
24653061	0.46	0.8717948717948718
24586400	0.25	0.8359223300970874
19920714	0.1	0.8468559837728195
45552619	0.94	1.0091463414634145
27820005	0.12	1.4525547445255473
158743	0.6	1.162426614481409
1580758	0.87	1.0097560975609756
24647295	0.66	1.09375
21355573	0.03	0.7962382445141066
281362230	0.07	1.275626423690205
11870012	0.49	0.8819047619047619
24655366	0.38	1.1011904761904763
24652557	0.84	0.9613095238095238
18858897	0.00464	0.5475285171102662
320542393	0.87	0.9947916666666666
21358351	0.25	1.2582781456953642
218506039	0.2	9.717868338557993
24659809	0.003	0.390625
20151711	0.06	1.602076124567474
17647593	0.06	1.4182098765432098
221500714	0.12	1.3908256880733945
20130025	0.13	1.1712962962962963
386763536	0.12	1.4768211920529801
24642523	0.56	0.9402173913043478
442624243	0.01	0.8098039215686275
24762781	0.04	0.6853503184713375
161076508	0.72	1.0459610027855153
116811971	0.87	0.9728682170542635
21357209	0.32	1.2476635514018692
158315	0.15	1.4268774703557312
17136620	0.17	1.1287128712871286
24583165	0.07	0.674496644295302
21355757	0.49	0.9382022471910112
24653276	0.25	0.6751054852320675
165881871	0.16	1.2410501193317423
21356377	0.47	0.8248407643312102
19921138	0.7	1.05
45552547	0.11	2.0863636363636364
24647052	0.55	0.8311688311688312
66804101	0.12	0.7850931677018633
3355742	0.03	1.5308988764044944
24645921	0.96	1.0103305785123966
21355515	0.21	0.7788617886178861
18859677	0.43	1.145748987854251
320542098	0.01	1.2402826855123674
17737561	0.2	0.767402376910017
19922902	0.31	1.1542649727767695
24585720	0.56	1.0736842105263158
24654462	0.75	1.1293706293706294
21358269	0.86	1.1233480176211454
16797818	0.97	1.0217917675544794
28574254	0.46	1.3078947368421052
24645413	0.29	1.1028645833333333
442623774	0.29	1.1875
17136882	0.2	0.8770685579196218
21356141	0.14	1.1914893617021276
24644390	0.57	1.08130081300813
24643081	0.43	1.15
17737959	0.62	1.2692307692307692
255760086	0.00309	0.5712871287128712
45549100	0.26	1.3982456140350876
90855695	0.31	0.5656836461126006
17136832	0.66	1.0582822085889572
45550941	0.44	0.9073170731707317
78706744	0.24	0.84765625
116007496	0.42	1.1574074074074074
442618874	0.04	1.6584766584766584
24582782	0.65	0.8906605922551253
17136938	0.63	1.1337209302325582
24657437	0.87	1.0233463035019454
1335781	0.75	1.0391304347826087
45552109	0.34	0.8072289156626506
17647875	0.11	1.539301310043668
19920548	0.44	1.1956521739130435
17136902	0.14	1.2853881278538812
21357623	0.38	1.3926701570680629
62862016	0.32	1.1901041666666667
17933742	0.72	1.0599078341013826
386767824	0.09	1.322381930184805
25012483	0.37	1.267605633802817
24584994	0.31	0.9233449477351916
24651633	0.08	0.5198135198135199
17647657	0.28	0.9361702127659575
161078189	0.77	0.9856115107913669
18543229	0.12	1.2878998609179415
22324208	0.48	1.0592503022974606
28558744	0.17	0.865546218487395
17137790	0.02	0.5458937198067633
116008126	0.02	1.4585365853658536
24580896	0.14	1.2916666666666667
21357717	0.27	1.1981132075471699
24656245	0.21	0.8338461538461538
24660036	0.84	0.9836065573770492
221329975	0.34	1.15625
24649895	0.21	1.2878048780487805
17647879	0.49	0.8512396694214877
17137576	0.41	0.8833883388338833
257132986	0.93	0.995260663507109
40215848	0.0027300000000000002	0.271900826446281
21358301	0.96	0.9519650655021834
17137212	0.58	1.0604651162790697
327180770	0.06	1.4230769230769231
7019747	0.28	1.1485148514851484
24646146	0.49	0.810077519379845
386771239	0.25	0.8986301369863013
320543600	0.49	0.8697674418604651
24581222	0.79	0.9823008849557522
24639949	0.72	0.9877300613496932
24660002	0.24	0.5272727272727272
21356291	0.2	0.7389937106918238
19922326	0.23	1.5499058380414312
257153428	0.2	0.412751677852349
24657225	0.13	0.5550847457627118
28574622	0.24	1.2565217391304349
24580953	0.000379	0.2448
17933694	0.69	0.9567567567567568
111144925	0.85	0.9735099337748344
19922460	0.08	1.205128205128205
386763688	0.12	8.5
45551527	0.06	0.676056338028169
28571173	0.07	1.6639344262295082
17737989	0.06	1.453416149068323
17648033	0.37	0.7773487773487774
19921140	0.00168	0.2649164677804296
24643895	0.15	1.8322784810126582
18859657	0.34	1.1203007518796992
24762562	0.05	1.615514333895447
114208030	0.26	0.7654867256637168
225193096	0.32	1.0993288590604027
24649486	0.73	1.1533477321814254
24665233	0.000113	0.7034782608695652
21355323	0.79	0.9456066945606695
19922554	0.94	0.9833333333333333
17864654	0.54	0.9353448275862069
24582631	0.88	1.2337164750957854
17864576	0.22	1.3191489361702127
21357435	0.59	0.961038961038961
62862186	0.00487	1.442577030812325
386764152	0.23	0.87
24650943	0.05	0.9002624671916011
5059246	0.11	1.5391120507399578
25009733	0.62	1.0674157303370786
17864228	0.54	1.10062893081761
24641079	0.3	1.1143344709897611
21355871	0.27	1.2407407407407407
21914549	0.15	0.4843205574912892
20129971	0.08	0.6302325581395349
969095	0.24	2.039072039072039
17136268	0.09	1.1395348837209303
24580525	0.53	0.925476603119584
24586195	0.39	1.3027522935779816
19921078	0.00105	0.713903743315508
19922708	0.65	0.9112554112554112
24645669	0.15	0.7314285714285714
19922072	0.07	0.7534246575342466
66771263	0.71	1.0434782608695652
24655483	0.67	1.293103448275862
19922890	0.06	1.3595505617977528
24647095	0.89	0.7894736842105263
17737689	0.26	0.7879440258342304
116007532	0.19	1.2939958592132506
45550423	0.73	0.9440559440559441
24640098	0.71	1.0491803278688525
17861908	0.09	1.4496788008565311
68051271	0.46	0.8649237472766884
442619891	0.04	0.7601851851851852
18857987	0.55	0.9454545454545454
21356025	0.78	0.9252336448598131
21464360	0.22	11.105990783410139
20129705	0.95	1.0210325047801148
24664701	0.56	1.112
12000353	0.05	1.3557312252964426
20129349	0.2	2.6503067484662575
18858239	0.83	0.9188191881918819
271550422	0.41	1.0818181818181818
19921692	0.04	1.2997762863534676
24645407	0.3	1.1131019036954088
17136446	0.06	1.1378504672897196
24663664	0.81	1.102189781021898
24646155	0.00292	3.532934131736527
21356627	0.47	0.7925696594427245
17864390	0.75	1.0451612903225806
21357069	0.02	0.5728155339805825
24656594	0.38	0.8609179415855355
262263550	0.71	0.8609756097560975
442623736	0.24	1.2
24658597	0.21	1.1830065359477124
21356591	0.59	1.0968494749124855
24649019	0.26	0.04149377593360996
161081617	0.09	1.4305882352941177
442618790	0.3	1.2238805970149254
17863016	0.17	0.8217821782178217
21355785	0.92	0.957592339261286
240849681	0.45	0.9041591320072333
18858217	0.01	0.6078431372549019
24647938	0.95	1.0266666666666666
21356473	0.49	1.0480769230769231
24762614	0.15	0.73989898989899
320542859	0.02	1.4205186020293123
21358227	0.02	1.146551724137931
281361270	0.96	1.0076775431861804
17137734	0.25	1.0904522613065326
24585263	0.39	1.1708860759493671
45553113	0.35	1.1076604554865424
161078319	0.09	1.2531645569620253
28317155	0.82	1.0172413793103448
20129687	0.19	1.212962962962963
442628745	0.41	2.5588235294117645
442619180	0.84	0.9376498800959233
24653302	0.77	0.9724137931034482
28572011	0.4	1.2336244541484715
116007798	0.39	1.1049382716049383
16768626	0.33	1.2665985699693565
260310527	0.37	0.8211382113821138
24581731	0.97	1.0
28571493	0.96	1.0
158186	0.56	0.9455621301775148
386768486	0.26	0.8795518207282913
19922414	0.63	0.9615384615384616
62472445	0.21	1.1047619047619048
161076197	0.25	1.134387351778656
17737335	0.55	1.0758620689655172
24583292	0.66	0.9158110882956879
116007296	0.92	0.9925373134328358
226371808	0.93	1.0820895522388059
24653714	0.6	0.9182156133828996
24644932	0.28	1.1418604651162791
24662483	0.84	1.053156146179402
85857584	0.05	1.1764705882352942
24582462	0.97	0.9961389961389961
24651757	0.09	0.5542857142857143
17136904	0.2	1.1463087248322148
19922488	0.82	0.9245614035087719
221329685	0.02	1.1687041564792175
161077311	0.08	1.2747826086956522
24654952	0.8	1.0144694533762058
24655606	0.89	1.0759493670886076
45549573	0.01	0.2714285714285714
28572120	0.64	1.0643153526970954
18447644	0.38	0.7760814249363868
20129055	0.03	1.5175438596491229
24652780	0.5	0.9045996592844975
68051509	0.15	2.482269503546099
442619429	0.56	0.888268156424581
442631576	0.51	1.0842433697347893
284011056	0.13	0.8067796610169492
17137634	0.1	0.7947019867549668
24651149	0.52	0.9444444444444444
24654209	0.03	1.3836477987421383
19920586	0.23	1.3370473537604457
24667132	0.9	1.0816326530612246
21355245	0.64	1.0564024390243902
6691806	0.91	0.9298245614035088
62484427	0.12	0.8375
326633289	0.57	1.096938775510204
28574177	0.95	1.0064864864864864
386765727	0.97	1.0
24663511	0.84	0.9498069498069498
66803791	0.57	0.92
17737349	0.62	0.8603448275862069
24583161	0.19	1.2275334608030593
19921348	0.64	0.9152542372881356
17945777	0.23	1.320973348783314
19922626	0.47	0.9074733096085409
17647231	0.45	0.784
442619752	0.78	0.976
24583513	0.65	0.935349322210636
28573181	0.27	1.1346153846153846
21355247	0.24	1.1731984829329962
28317156	0.00732	1.2692307692307692
28573762	0.43	0.7640449438202247
17738015	0.34	0.8621794871794872
24664933	0.64	1.096774193548387
45553209	0.03	1.6033333333333333
17864156	0.21	1.155844155844156
17737791	0.86	0.9977678571428571
28574391	0.76	0.9055258467023173
442628455	0.79	1.0311750599520384
45551883	0.19	1.5369318181818181
19921660	0.85	1.010752688172043
24644436	0.46	1.3724137931034484
19922904	0.07	1.1845238095238095
62472238	0.33	1.2371134020618557
19920728	0.21	1.2602739726027397
28571955	0.11	1.3881987577639752
21356147	0.76	1.0255474452554745
21357339	0.48	1.1323529411764706
24582360	0.52	0.8990384615384616
281362019	0.44	1.7328767123287672
17137640	0.94	0.989492119089317
21429744	0.34	1.0467289719626167
24655584	0.06	0.8075221238938053
21357767	0.63	1.106951871657754
24656903	0.24	0.726027397260274
33589274	0.89	0.9921875
19527533	0.86	0.9375
13124684	0.00011399999999999999	3.4532374100719423
24644386	0.53	0.8401486988847584
17137400	0.49	0.95625
24649535	0.38	1.1870967741935483
8953897	0.38	1.2751677852348993
17136332	0.25	1.276190476190476
19922778	0.78	1.0301507537688441
24653618	0.00122	3.4934210526315788
18859907	0.00257	1.6142857142857143
20151921	0.23	1.2896440129449838
45552125	0.74	1.0431293881644934
40215783	0.32	1.0619469026548674
21356069	0.12	0.8614318706697459
17137026	0.86	1.0116550116550116
17737911	0.72	0.9611848825331971
24661864	0.8	0.9699248120300752
21358069	0.93	1.0097560975609756
19921076	0.1	1.2894736842105263
24654914	0.36	0.8592592592592593
18859875	0.82	1.0591715976331362
85725104	0.72	1.0388349514563107
386766410	0.76	0.930379746835443
45551993	0.11	1.3235294117647058
21358025	0.74	0.8995983935742972
17647541	0.61	1.1643835616438356
219990765	0.28	1.2105263157894737
242118046	0.86	1.0063291139240507
24644954	0.000892	1.3584905660377358
28317185	0.08	0.6188811188811189
24762324	0.37	0.896551724137931
15291953	0.51	1.1550387596899225
24650935	0.16	1.2347083926031295
24645865	0.5	0.8952095808383234
20130031	0.86	0.9936708860759493
21357131	0.09	1.4139650872817955
21357079	0.00048600000000000005	0.6557522123893805
21483552	0.24	0.7917485265225933
7961	0.96	1.0721003134796239
194859949	0.99	1.0929432013769362
28416333	1.0	1.043103448275862
24654782	0.84	0.9622245540398741
21392176	0.03	0.6
19921458	0.2	0.7704918032786885
7211777	0.67	1.054421768707483
156955	0.78	1.0341880341880343
24651273	0.02	1.242603550295858
442634026	0.44	0.8698979591836735
21357535	0.91	0.9942857142857143
24647376	0.32	1.313953488372093
24644155	0.45	0.8970588235294118
19922584	0.6	1.0892116182572613
221458451	0.96	1.0
16768410	0.19	1.769736842105263
1498589	0.79	1.0339425587467364
18921123	0.06	0.7563025210084033
442627415	0.95	1.0601503759398496
17137114	0.67	1.041044776119403
21355457	0.38	1.1118800461361016
17737843	0.17	1.1764705882352942
24643286	0.03	1.0740740740740742
281363313	0.56	0.7589285714285714
19922816	0.72	1.0389408099688473
386766857	0.25	0.6351351351351351
17136880	0.76	1.0296296296296297
24583291	0.43	0.9076576576576577
19920832	0.23	0.85
17933682	0.09	1.2731829573934836
19922888	0.93	1.0064350064350065
24647293	0.68	0.8674242424242424
116007954	0.12	1.3868194842406876
162944912	0.25	0.8792372881355932
24586311	0.26	1.244988864142539
17933604	0.83	0.9886685552407932
20130317	0.53	1.0856353591160222
18858025	0.48	1.07
320543431	0.09	1.2245989304812834
45552629	0.6	0.946236559139785
442620785	0.34	1.244299674267101
20129985	0.54	1.1493212669683257
40215478	0.00771	0.593167701863354
442620095	0.49	1.1757188498402555
40215669	0.84	0.9841269841269841
20130247	0.47	1.166023166023166
1695706	0.28	1.0785907859078592
17137500	0.5	1.1146711635750421
17861590	0.57	0.9137931034482759
19921596	0.48	0.8940217391304348
17136706	0.28	1.1973929236499068
24661120	0.98	0.4934823091247672
201065557	0.12	1.228813559322034
18859949	0.09	0.6970387243735763
19921400	0.7	1.0416666666666667
24658555	0.43	1.1295180722891567
429892392	0.59	0.8695652173913043
17136208	0.51	1.110204081632653
429892128	0.52	1.3018867924528301
24652825	0.72	0.845360824742268
17975557	0.02	1.588235294117647
442631649	0.37	1.1724137931034482
194353662	0.02	0.5256147540983607
19921922	0.99	1.0134615384615384
21483398	0.85	1.0087260034904013
20129835	0.02	0.7333333333333333
21430844	0.31	1.1293634496919918
281360063	0.19	0.9264705882352942
1929040	0.09	1.2327311370882041
24650924	0.2	1.16875
17137582	0.02	0.7278481012658228
17137650	0.92	1.1203007518796992
21355187	0.4	1.1578947368421053
442618626	0.08	1.3159851301115242
227430446	0.4	0.9712230215827338
442617562	0.54	1.0998043052837574
19922680	0.00415	2.1190130624092887
17136318	0.42	1.1424501424501425
162944900	0.48	1.0737327188940091
21357321	0.82	1.020979020979021
17530957	0.02	0.8083832335329342
17136246	0.15	0.7828947368421053
442624031	0.94	1.0105820105820107
17647423	0.009559999999999999	0.6403361344537815
78709100	0.78	0.30190987261146496
19921566	0.85	0.9758064516129032
24641268	0.62	1.0536105032822758
24584213	0.92	0.9968051118210862
19922884	0.81	0.8944723618090452
221510728	0.03	2.067685589519651
19920498	0.43	0.9166666666666666
19921466	0.62	1.0666666666666667
24641813	0.66	0.592391304347826
24666528	0.33	0.7991935483870968
18858145	0.29	1.4818941504178273
21355767	0.97	0.9961013645224172
17737298	0.12	0.8064516129032258
24662938	0.31	1.2327586206896552
1575558	0.89	1.0155038759689923
386769320	0.05	0.7075757575757575
24653139	0.35	1.0789473684210527
19923042	0.48	0.896
21357545	0.32	1.2095238095238094
17136724	0.75	0.9147121535181236
17137126	0.15	1.5689381933438986
28573273	0.32	1.175609756097561
17647691	0.11	1.2720403022670026
21357419	0.69	0.9481481481481482
201066145	0.04	0.6823266219239373
442614393	0.14	1.2655172413793103
21355629	0.99	0.9928571428571429
19921250	0.29	1.3908629441624365
312596946	0.6	1.162162162162162
442625120	0.82	1.1067961165048543
24648686	0.81	0.9166666666666666
24664391	0.83	0.9851694915254238
21358065	0.09	0.7919354838709678
3928689	0.36	1.1424657534246576
386768211	0.66	1.0746791131855309
16768502	0.25	6.361344537815126
19528613	0.00565	0.4032967032967033
17136250	0.96	1.0
21355215	0.55	1.6666666666666667
21355085	0.07	1.55
19921984	0.52	0.9112149532710281
442629801	0.32	1.2107142857142856
24666698	0.59	0.9628415300546448
24644197	0.52	0.9130434782608695
17946540	0.0031100000000000004	2.5416666666666665
24644927	0.7	1.047244094488189
17137452	0.39	1.2173913043478262
24666596	0.86	1.0133333333333334
386765333	0.32	0.929125138427464
28573035	0.3	1.0787878787878789
28573123	0.16	1.3242105263157895
18543299	0.23	1.1984126984126984
24582714	0.25	0.6846473029045643
19921616	0.0037	1.5314685314685315
24580790	0.07	0.6151315789473685
442619377	0.43	0.9375780274656679
259013617	0.03	0.6985294117647058
442630954	0.33	0.8918918918918919
20151845	0.17	0.7865853658536586
24639936	0.58	1.0691747572815533
28316833	0.09	0.6936936936936937
17137652	0.59	0.8798701298701299
1336010	0.37	1.1987577639751552
24582145	0.02	0.6245353159851301
442623388	0.33	1.1917808219178083
19922260	0.76	0.963963963963964
21064065	0.18	1.3302752293577982
442622837	0.03	1.2634271099744245
223968253	0.52	1.1203007518796992
17647527	0.76	0.9461426491994177
24762673	0.85	0.9862258953168044
20129743	0.1	1.2231884057971014
24650124	0.52	1.0972972972972972
103079	0.19	1.2265625
21356161	0.07	1.280701754385965
442629560	0.59	1.1205673758865249
22024124	0.23	1.2140845070422535
